TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAgeGroup,Target
446.39,1,15,0,63.0,2,77.0,1.0,7863.6,Senior,2
377.92,1,33,1,33.0,1,204.0,1.0,2254.71,Middle-aged,1
11.039999999999992,1,31,2,30.0,1,43.0,1.0,6983.04,Young,1
275.46,1,13,0,36.0,0,67.0,1.0,9697.75,Middle-aged,2
179.76,1,30,2,78.0,2,81.0,1.0,5909.52,Senior,1
32.34,1,18,1,44.0,0,45.0,1.0,7847.62,Middle-aged,2
273.92,1,32,1,79.0,2,109.0,1.0,4543.56,Senior,1
388.98,1,14,0,23.0,3,155.0,1.0,1819.9099999999999,Young,2
492.8399999999999,1,16,0,25.0,3,38.0,1.0,577.6700000000001,Young,2
148.85,1,23,0,57.0,0,25.0,1.0,7802.36,Senior,2
185.99,0,14,1,41.0,1,53.0,1.0,402.4499999999998,Middle-aged,2
322.48,1,17,0,27.0,3,57.0,1.0,1238.4300000000003,Young,2
20.27000000000001,1,24,1,18.0,3,22.0,1.0,796.3500000000004,Young,2
104.23000000000002,0,21,2,63.0,2,108.0,1.0,5009.29,Senior,2
55.860000000000014,1,39,2,39.0,1,68.0,1.0,5346.46,Middle-aged,1
95.55000000000001,1,21,1,33.0,1,51.0,1.0,2434.74,Middle-aged,2
477.07,1,8,2,27.0,1,278.0,1.0,6568.07,Young,0
21.409999999999997,1,21,2,57.0,0,99.0,1.0,658.9099999999999,Senior,2
278.28,1,17,1,28.0,3,26.0,1.0,1346.88,Young,2
215.39,1,11,0,27.0,3,216.0,1.0,1582.5500000000002,Young,0
194.37,1,25,0,66.0,0,161.0,1.0,14395.879999999997,Senior,2
19.590000000000003,1,5,1,64.0,2,122.0,1.0,1061.69,Senior,0
81.35,1,15,2,41.0,1,103.0,1.0,7192.45,Middle-aged,2
314.54,0,41,1,58.0,1,228.0,1.0,9923.45,Senior,1
466.64,1,19,0,58.0,0,11.0,1.0,10915.11,Senior,2
472.48,1,27,1,55.0,1,87.0,1.0,7128.82,Middle-aged,2
67.15,1,16,2,59.0,0,14.0,1.0,9028.49,Senior,2
102.67000000000002,1,0,1,79.0,2,119.0,1.0,4656.94,Senior,0
453.49,1,39,1,66.0,0,147.0,1.0,6366.43,Senior,1
267.17,1,39,0,26.0,3,170.0,1.0,1382.62,Young,1
111.25999999999999,1,4,0,66.0,0,43.0,1.0,14350.11,Senior,0
121.17000000000002,1,31,0,68.0,0,158.0,1.0,12990.77,Senior,1
213.28,1,23,1,51.0,2,94.0,1.0,4835.91,Middle-aged,2
187.88,1,26,0,60.0,1,180.0,1.0,2154.58,Senior,2
471.88,0,38,2,34.0,0,141.0,1.0,14833.34,Middle-aged,1
83.79000000000002,1,26,0,57.0,1,47.0,1.0,5061.3,Senior,2
99.16,1,37,2,79.0,2,202.0,1.0,2607.58,Senior,1
839.3300000000002,0,21,1,60.0,0,86.0,1.0,11538.97,Senior,2
4.240000000000009,1,36,2,38.0,1,38.0,1.0,7822.73,Middle-aged,1
50.28999999999999,0,33,2,58.0,0,64.0,1.0,7604.9,Senior,1
135.84999999999997,1,14,2,57.0,2,269.0,1.0,1480.3900000000003,Senior,2
368.53,1,33,1,68.0,0,34.0,1.0,13696.309999999998,Senior,1
17.94999999999999,0,34,1,64.0,0,135.0,1.0,12344.9,Senior,1
127.80000000000001,0,41,1,31.0,1,47.0,1.0,8630.99,Young,1
16.72999999999999,1,15,2,45.0,1,48.0,1.0,2202.62,Middle-aged,2
317.12,1,13,1,44.0,0,80.0,1.0,14409.739999999998,Middle-aged,2
476.63,1,5,0,79.0,2,115.0,1.0,4894.25,Senior,0
156.58,1,32,1,24.0,3,160.0,1.0,8981.61,Young,1
55.120000000000005,0,15,2,34.0,1,261.0,1.0,3791.99,Middle-aged,2
15.740000000000009,1,10,1,27.0,3,38.0,1.0,690.1599999999999,Young,0
297.15,1,31,2,76.0,2,178.0,1.0,5449.37,Senior,1
647.85,1,29,1,36.0,0,121.0,1.0,13779.969999999998,Middle-aged,1
75.04000000000002,1,12,0,49.0,1,178.0,1.0,9648.6,Middle-aged,0
273.92,1,41,2,28.0,3,35.0,1.0,1029.15,Young,1
215.8,0,17,1,51.0,2,66.0,1.0,3656.62,Middle-aged,2
420.6,1,21,1,26.0,3,55.0,1.0,1778.75,Young,2
688.36,0,22,1,23.0,3,22.0,1.0,5191.13,Young,2
285.18,0,34,1,55.0,0,150.0,1.0,14847.969999999998,Middle-aged,1
213.55,1,4,0,63.0,0,15.0,1.0,5238.37,Senior,0
463.11,0,19,1,51.0,0,159.0,1.0,10238.82,Middle-aged,2
309.56,1,5,2,58.0,0,147.0,1.0,972.04,Senior,0
377.08,0,23,1,26.0,3,71.0,1.0,6430.86,Young,2
77.25,1,41,1,68.0,0,157.0,1.0,14077.969999999998,Senior,1
146.92,1,32,0,64.0,2,272.0,1.0,3990.6,Senior,1
126.6,1,35,1,21.999999999999996,3,146.0,1.0,961.6499999999996,Young,1
101.34,1,4,0,24.0,3,46.0,1.0,703.2600000000002,Young,0
184.97,1,10,1,58.0,0,268.0,1.0,1156.67,Senior,0
451.15,1,7,0,46.0,1,175.0,1.0,1356.4700000000003,Middle-aged,0
516.47,0,5,0,25.0,3,94.0,1.0,1305.06,Young,0
880.04,1,34,0,25.0,3,29.000000000000014,1.0,261.97000000000025,Young,1
66.69,0,35,1,25.0,3,140.0,1.0,1210.33,Young,1
95.75,1,20,1,31.0,1,169.0,1.0,337.6199999999999,Young,2
98.03,1,12,1,54.0,1,165.0,1.0,6323.45,Middle-aged,0
617.66,1,4,0,42.0,1,128.0,1.0,7155.95,Middle-aged,0
888.5700000000002,1,35,2,62.0,2,102.0,1.0,7896.14,Senior,1
107.48000000000002,1,29,1,21.999999999999996,3,129.0,1.0,591.2300000000005,Young,1
36.56999999999999,1,29,0,62.0,2,69.0,1.0,2583.07,Senior,1
575.62,1,28,2,43.0,0,129.0,1.0,234.40999999999985,Middle-aged,1
84.88999999999999,1,38,0,37.0,1,70.0,1.0,4735.61,Middle-aged,1
7.7599999999999625,0,19,2,52.0,2,84.0,1.0,7393.11,Middle-aged,2
109.30000000000001,1,13,1,56.0,0,27.0,1.0,13510.11,Senior,2
230.08,1,2,2,79.0,2,124.0,1.0,4466.1,Senior,0
361.92,1,11,0,54.0,2,111.0,1.0,7474.31,Middle-aged,0
122.44999999999999,1,27,1,46.0,0,98.0,1.0,7255.49,Middle-aged,2
642.53,1,23,0,65.0,0,128.0,1.0,11417.91,Senior,2
175.21,0,23,0,69.0,0,69.0,1.0,6039.04,Senior,2
168.0,0,40,1,32.0,1,11.0,1.0,3498.58,Young,1
11.460000000000008,1,6,2,67.0,2,73.0,1.0,6628.75,Senior,0
382.07,0,29,1,62.0,0,147.0,1.0,10156.09,Senior,1
65.32,1,23,0,28.0,3,54.0,1.0,9165.02,Young,2
730.1,0,6,1,77.0,2,93.0,1.0,6384.05,Senior,0
85.31,1,18,0,62.0,2,27.0,1.0,6095.65,Senior,2
726.61,1,31,0,18.0,3,277.0,1.0,1008.7600000000002,Young,1
130.4,1,33,1,45.0,1,63.0,1.0,4381.24,Middle-aged,1
68.1,1,25,0,20.0,3,47.0,1.0,1382.8000000000002,Young,2
65.25999999999999,1,34,1,26.0,3,72.0,1.0,7380.63,Young,1
191.62,1,17,1,63.0,0,51.0,1.0,1981.67,Senior,2
212.88,1,14,2,39.0,0,122.0,1.0,7036.72,Middle-aged,2
88.38,1,41,0,30.0,1,138.0,1.0,3707.82,Young,1
390.09,1,12,2,26.0,1,49.0,1.0,2617.23,Young,0
48.28999999999999,1,36,2,37.0,1,242.0,1.0,8883.4,Middle-aged,1
333.83,1,14,0,63.0,2,135.0,1.0,1660.6599999999999,Senior,2
100.26999999999998,1,24,2,79.0,2,51.0,1.0,4309.9,Senior,2
44.53999999999999,1,35,0,31.0,1,164.0,1.0,362.39999999999964,Young,1
82.17000000000002,1,13,1,28.0,3,21.0,1.0,1913.06,Young,2
447.42,1,5,2,32.0,1,65.0,1.0,6133.22,Young,0
590.26,0,2,1,25.0,3,48.0,1.0,1068.2799999999993,Young,0
192.73,1,25,1,71.0,2,157.0,1.0,2037.75,Senior,2
11.569999999999993,0,27,1,56.0,2,64.0,1.0,2061.61,Senior,2
7.819999999999993,1,4,0,36.0,1,273.0,1.0,2240.49,Middle-aged,0
79.43,1,9,0,74.0,2,72.0,1.0,6579.37,Senior,0
386.97,1,33,1,58.0,2,137.0,1.0,1876.35,Senior,1
51.22,1,14,1,23.0,3,82.0,1.0,1664.5900000000001,Young,2
256.05,1,26,0,54.0,2,35.0,1.0,6910.18,Middle-aged,2
7.7900000000000205,1,20,1,34.0,0,298.0,1.0,1319.85,Middle-aged,2
233.71,1,21,1,63.0,0,11.0,1.0,6095.5,Senior,2
176.37,1,4,1,55.0,2,126.0,1.0,2420.86,Middle-aged,0
86.41,1,14,0,75.0,2,125.0,1.0,3128.71,Senior,2
21.569999999999993,1,37,0,54.0,2,71.0,1.0,7587.48,Middle-aged,1
82.67000000000002,1,25,1,26.0,3,46.0,1.0,290.59000000000015,Young,2
543.47,1,20,0,18.0,3,122.0,1.0,6165.03,Young,2
346.76,0,38,1,21.0,3,116.0,1.0,1637.75,Young,1
47.47999999999999,1,12,1,24.0,3,66.0,1.0,585.5199999999995,Young,0
64.92000000000002,1,1,1,58.0,1,236.0,1.0,5481.76,Senior,0
350.72,0,14,0,28.0,3,48.0,1.0,1982.9,Young,2
3.799999999999983,1,5,2,65.0,0,174.0,1.0,5766.96,Senior,0
22.539999999999964,1,12,2,26.0,1,42.0,1.0,7139.11,Young,0
167.47,1,34,0,35.0,1,103.0,1.0,2293.13,Middle-aged,1
43.650000000000006,0,5,1,30.0,1,212.0,1.0,2870.67,Young,0
390.77,1,32,2,44.0,0,34.0,1.0,5500.56,Middle-aged,1
508.15999999999997,1,23,0,39.0,1,131.0,1.0,5609.44,Middle-aged,2
332.33,1,18,0,27.0,3,101.0,1.0,192.6300000000001,Young,2
362.09,1,27,1,32.0,1,31.0,1.0,6590.28,Young,2
42.579999999999984,1,38,2,30.0,0,80.0,1.0,13485.0,Young,1
248.66,1,6,2,28.0,1,113.0,1.0,2571.39,Young,0
461.25,0,34,2,54.0,0,171.0,1.0,676.1000000000004,Middle-aged,1
61.77000000000001,1,5,1,56.0,0,49.0,1.0,12352.2,Senior,0
268.92,1,6,1,29.0,1,148.0,1.0,8765.38,Young,0
219.02,0,36,2,54.0,1,68.0,1.0,7375.73,Middle-aged,1
125.13999999999999,1,3,1,20.0,3,31.0,1.0,1845.1800000000003,Young,0
47.599999999999994,1,2,2,53.0,1,115.0,1.0,1382.5100000000002,Middle-aged,0
592.82,1,22,2,74.0,2,248.0,1.0,7508.98,Senior,2
372.5,1,26,0,21.999999999999996,3,211.0,1.0,3901.82,Young,2
4.719999999999999,1,13,1,32.0,1,20.0,1.0,4792.01,Young,2
144.93,1,14,1,42.0,1,74.0,1.0,6887.52,Middle-aged,2
316.56,1,10,2,28.0,1,261.0,1.0,8643.51,Young,0
421.25,1,13,2,25.0,3,66.0,1.0,7174.69,Young,2
185.71,1,41,1,48.0,1,194.0,1.0,2679.91,Middle-aged,1
26.27000000000001,0,32,2,45.0,1,177.0,1.0,8853.93,Middle-aged,1
297.03,1,2,2,61.0,2,151.0,1.0,1088.62,Senior,0
99.51999999999998,1,36,0,52.0,1,127.0,1.0,3798.09,Middle-aged,1
139.69,1,16,2,52.0,1,180.0,1.0,9567.94,Middle-aged,2
112.72,1,42,1,31.0,0,17.0,1.0,9630.0,Young,1
568.88,1,26,1,19.0,3,105.0,1.0,1307.8599999999997,Young,2
189.03,1,28,0,28.0,3,50.0,1.0,1916.46,Young,1
189.08,1,24,1,68.0,0,238.0,1.0,10790.8,Senior,2
283.15,1,3,2,24.0,3,180.0,1.0,603.79,Young,0
151.82,1,6,0,51.0,2,105.0,1.0,2197.12,Middle-aged,0
438.59,1,38,2,37.0,1,103.0,1.0,8994.39,Middle-aged,1
501.15,1,31,1,47.0,1,208.0,1.0,8821.84,Middle-aged,1
8.949999999999989,1,28,2,76.0,2,102.0,1.0,3299.84,Senior,1
173.6,1,2,2,21.0,3,160.0,1.0,421.4399999999996,Young,0
149.4,1,6,0,53.0,2,123.0,1.0,1035.2200000000003,Middle-aged,0
388.21,0,8,1,53.0,0,237.0,1.0,9724.49,Middle-aged,0
126.04000000000002,0,5,1,65.0,2,167.0,1.0,6041.69,Senior,0
52.03999999999999,0,7,1,50.0,0,31.0,1.0,8436.12,Middle-aged,0
389.7,0,2,1,62.0,0,216.0,1.0,7125.15,Senior,0
309.77,0,35,2,67.0,2,137.0,1.0,4378.14,Senior,1
724.18,1,13,1,41.0,0,134.0,1.0,10922.78,Middle-aged,2
124.98000000000002,1,42,0,24.0,3,78.0,1.0,642.0,Young,1
487.31999999999994,1,18,1,52.0,0,164.0,1.0,7707.96,Middle-aged,2
635.91,0,17,1,46.0,0,78.0,1.0,13267.09,Middle-aged,2
205.65,1,15,1,62.0,2,144.0,1.0,3582.16,Senior,2
39.41,1,21,1,25.0,3,132.0,1.0,921.9099999999999,Young,2
254.0,1,26,1,35.0,0,63.0,1.0,5788.53,Middle-aged,2
436.8,1,15,1,36.0,1,213.0,1.0,4515.43,Middle-aged,2
224.73,1,24,1,76.0,2,63.0,1.0,7551.89,Senior,2
752.69,0,9,0,65.0,0,115.0,1.0,14489.689999999999,Senior,0
78.5,0,38,1,31.0,0,41.0,1.0,13991.5,Young,1
50.0,0,17,0,53.0,0,87.0,1.0,185.8699999999999,Middle-aged,2
132.42,1,10,0,18.0,3,164.0,1.0,726.3900000000003,Young,0
83.16,1,20,0,61.0,2,177.0,1.0,3065.87,Senior,2
149.02,0,13,1,46.0,1,176.0,1.0,9379.72,Middle-aged,2
74.26999999999998,0,22,2,59.0,0,148.0,1.0,13696.61,Senior,2
876.5700000000002,0,32,0,62.0,2,118.0,1.0,3743.63,Senior,1
615.58,1,17,0,42.0,0,133.0,1.0,14343.0,Middle-aged,2
643.03,0,17,2,36.0,1,52.0,1.0,2882.16,Middle-aged,2
7.94999999999996,1,31,0,79.0,2,65.0,1.0,5631.2,Senior,1
270.92,0,21,1,77.0,2,143.0,1.0,4574.43,Senior,2
499.48,1,5,0,24.0,3,133.0,1.0,1242.62,Young,0
841.5,0,1,1,25.0,3,287.0,1.0,352.3100000000004,Young,0
138.82,1,13,2,77.0,2,53.0,1.0,3100.22,Senior,2
231.46,0,24,1,60.0,1,83.0,1.0,4707.24,Senior,2
292.08,1,8,0,72.0,2,32.0,1.0,7950.48,Senior,0
63.97999999999999,1,3,2,54.0,0,258.0,1.0,7954.12,Middle-aged,0
235.21,1,4,1,67.0,0,74.0,1.0,5946.61,Senior,0
201.73,1,3,2,57.0,1,78.0,1.0,6650.71,Senior,0
161.31,1,26,0,28.0,3,13.0,1.0,1268.67,Young,2
18.409999999999997,1,1,1,53.0,0,168.0,1.0,8287.54,Middle-aged,0
471.75,0,38,1,34.0,0,41.0,1.0,12948.5,Middle-aged,1
290.02,1,25,1,55.0,1,246.0,1.0,4746.71,Middle-aged,2
48.05000000000001,1,27,1,27.0,1,38.0,1.0,5334.97,Young,2
359.42,1,3,1,55.0,0,30.0,1.0,1765.4499999999998,Middle-aged,0
32.91,1,13,2,19.0,3,255.0,1.0,427.3000000000002,Young,2
31.810000000000002,1,13,2,51.0,2,149.0,1.0,1406.6,Middle-aged,2
220.2,1,4,2,28.0,3,102.0,1.0,1075.15,Young,0
476.03,0,15,1,77.0,2,99.0,1.0,5958.34,Senior,2
141.90999999999997,1,24,1,23.0,3,49.0,1.0,791.9700000000003,Young,2
95.82999999999998,1,42,2,27.0,3,91.0,1.0,1726.4,Young,1
51.150000000000006,0,20,1,46.0,1,199.0,1.0,8992.25,Middle-aged,2
50.75,1,4,0,62.0,0,185.0,1.0,8271.47,Senior,0
185.07,1,7,1,21.999999999999996,3,159.0,1.0,636.4200000000001,Young,0
293.54,1,34,2,40.0,1,45.0,1.0,2290.1,Middle-aged,1
285.26,1,1,0,28.0,3,93.0,1.0,167.72000000000025,Young,0
743.03,1,27,0,50.0,1,174.0,1.0,4111.38,Middle-aged,2
297.86,0,25,0,28.0,3,96.0,1.0,1680.1400000000003,Young,2
231.92,1,16,0,66.0,0,12.0,1.0,5715.08,Senior,2
295.82,0,6,1,47.0,1,46.0,1.0,5897.73,Middle-aged,0
81.07999999999998,1,29,0,58.0,1,56.0,1.0,7788.91,Senior,1
775.6000000000001,0,23,1,79.0,2,158.0,1.0,3898.64,Senior,2
211.91,1,16,2,20.0,3,181.0,1.0,927.4700000000003,Young,2
17.20999999999998,1,29,2,23.0,3,219.0,1.0,914.1599999999999,Young,1
38.369999999999976,1,35,0,63.0,0,135.0,1.0,8647.04,Senior,1
269.79,1,38,0,52.0,1,17.0,1.0,1292.1,Middle-aged,1
605.42,1,23,0,21.0,3,33.0,1.0,392.34000000000015,Young,2
29.189999999999998,0,26,1,58.0,0,41.0,1.0,12059.85,Senior,2
701.7,0,39,2,61.0,2,64.0,1.0,6643.24,Senior,1
862.3400000000001,1,18,1,57.0,0,72.0,1.0,9903.48,Senior,2
36.96999999999997,1,41,1,41.0,1,79.0,1.0,2850.92,Middle-aged,1
137.59000000000003,1,26,0,30.0,0,95.0,1.0,10679.67,Young,2
168.11,0,27,2,51.0,0,12.0,1.0,10652.13,Middle-aged,2
430.98,1,3,1,24.0,3,93.0,1.0,569.25,Young,0
13.869999999999976,1,31,1,24.0,3,20.0,1.0,954.8299999999999,Young,1
302.82,1,17,0,36.0,1,175.0,1.0,9384.54,Middle-aged,2
406.81,1,27,2,66.0,2,84.0,1.0,1968.3599999999997,Senior,2
256.3,1,27,2,53.0,2,172.0,1.0,4203.05,Middle-aged,2
80.95999999999998,0,17,2,19.0,3,97.0,1.0,959.9399999999996,Young,2
95.78,1,1,2,21.999999999999996,3,27.0,1.0,271.6400000000003,Young,0
379.54,0,16,1,41.0,0,118.0,1.0,12571.76,Middle-aged,2
903.19,1,12,2,21.999999999999996,3,65.0,1.0,8627.08,Young,0
847.45,1,17,1,28.0,3,175.0,1.0,422.3199999999997,Young,2
295.18,0,9,1,66.0,0,31.0,1.0,12961.53,Senior,0
18.45999999999998,1,5,1,68.0,2,213.0,1.0,6381.6,Senior,0
603.23,1,11,1,28.0,3,48.0,1.0,117.97999999999956,Young,0
54.5,0,30,1,57.0,2,147.0,1.0,1715.2200000000003,Senior,1
414.77,1,37,2,29.0,0,274.0,1.0,5599.81,Young,1
886.19,1,7,1,61.0,2,69.0,1.0,7904.24,Senior,0
440.03,1,38,2,49.0,1,88.0,1.0,1490.44,Middle-aged,1
76.38999999999999,1,10,1,18.0,3,219.0,1.0,5976.0,Young,0
595.91,0,35,0,19.0,3,162.0,1.0,1673.7600000000002,Young,1
6.030000000000001,1,6,1,76.0,2,70.0,1.0,3290.72,Senior,0
249.34,1,5,0,26.0,1,197.0,1.0,3030.97,Young,0
421.52,1,38,1,20.0,3,67.0,1.0,369.8599999999997,Young,1
189.77,1,33,1,58.0,1,24.0,1.0,6570.36,Senior,1
73.19,1,1,1,76.0,2,213.0,1.0,2264.98,Senior,0
188.13,0,17,2,75.0,2,198.0,1.0,5029.87,Senior,2
30.52000000000001,1,17,1,62.0,0,122.0,1.0,12327.74,Senior,2
170.24,1,37,1,62.0,2,133.0,1.0,5172.99,Senior,1
56.620000000000005,1,2,1,54.0,0,121.0,1.0,8981.1,Middle-aged,0
53.139999999999986,1,19,0,34.0,0,70.0,1.0,7915.0,Middle-aged,2
587.23,1,29,2,27.0,3,144.0,1.0,500.84000000000015,Young,1
21.269999999999982,0,16,2,62.0,2,114.0,1.0,7392.79,Senior,2
76.01999999999998,0,0,2,34.0,0,189.0,1.0,14765.41,Middle-aged,0
135.15,1,7,2,72.0,2,50.0,1.0,5878.14,Senior,0
39.47999999999999,1,29,0,56.0,2,38.0,1.0,5889.51,Senior,1
451.68,1,15,2,33.0,1,15.0,1.0,4381.54,Middle-aged,2
355.0,0,13,2,26.0,3,33.0,1.0,185.47000000000025,Young,2
427.69,1,33,0,43.0,1,236.0,1.0,2443.54,Middle-aged,1
254.86,1,4,1,23.0,3,102.0,1.0,699.8999999999996,Young,0
190.17,1,3,0,49.0,0,265.0,1.0,12893.85,Middle-aged,0
206.63,0,28,2,59.0,2,128.0,1.0,7626.53,Senior,1
93.22,1,5,2,52.0,2,52.0,1.0,1014.6300000000006,Middle-aged,0
641.06,1,7,0,23.0,3,25.0,1.0,1602.13,Young,0
836.45,1,41,2,61.0,2,63.0,1.0,1731.8900000000003,Senior,1
189.45,0,4,1,53.0,0,62.0,1.0,12578.75,Middle-aged,0
91.84,0,23,1,67.0,2,80.0,1.0,1712.4099999999999,Senior,2
609.52,1,42,0,78.0,2,169.0,1.0,3485.03,Senior,1
859.3,0,7,1,78.0,2,68.0,1.0,1146.7800000000002,Senior,0
100.00999999999999,1,30,0,50.0,0,63.0,1.0,6393.12,Middle-aged,1
28.78,0,40,2,40.0,0,51.0,1.0,680.5500000000002,Middle-aged,1
111.07999999999998,1,6,2,70.0,0,83.0,1.0,7037.34,Senior,0
52.22999999999999,0,37,1,28.0,3,96.0,1.0,105.01000000000022,Young,1
78.62,1,28,1,32.0,0,52.0,1.0,1360.85,Young,1
333.97,1,14,1,52.0,0,45.0,1.0,5237.36,Middle-aged,2
30.870000000000005,1,14,0,33.0,0,295.0,1.0,14348.649999999998,Middle-aged,2
710.4300000000001,1,36,2,67.0,2,115.0,1.0,5625.55,Senior,1
220.23,1,25,0,41.0,1,48.0,1.0,3438.02,Middle-aged,2
27.279999999999973,1,1,0,29.0,0,96.0,1.0,10668.24,Young,0
101.51999999999998,1,40,0,49.0,1,98.0,1.0,2018.9,Middle-aged,1
162.65,1,27,0,59.0,1,147.0,1.0,9500.95,Senior,2
10.519999999999982,1,18,0,55.0,2,30.0,1.0,2472.99,Middle-aged,2
270.72,1,20,1,38.0,0,37.0,1.0,6522.47,Middle-aged,2
247.58,1,35,0,39.0,1,152.0,1.0,778.7399999999998,Middle-aged,1
359.65,0,17,2,25.0,3,289.0,1.0,219.52999999999975,Young,2
109.91,1,39,1,38.0,0,90.0,1.0,12896.06,Middle-aged,1
215.72,0,8,1,30.0,1,137.0,1.0,8697.11,Young,0
224.28,1,6,2,64.0,2,68.0,1.0,5767.51,Senior,0
608.79,1,13,2,55.0,1,157.0,1.0,2991.17,Middle-aged,2
840.1600000000001,0,7,1,20.0,3,68.0,1.0,1236.7600000000002,Young,0
203.34,1,31,0,60.0,0,66.0,1.0,13586.989999999998,Senior,1
90.88,1,7,0,26.0,1,284.0,1.0,7117.35,Young,0
60.110000000000014,0,0,1,61.0,2,122.0,1.0,7235.87,Senior,0
393.92,1,22,1,72.0,2,47.0,1.0,7318.64,Senior,2
19.389999999999958,1,7,0,43.0,0,45.0,1.0,9847.6,Middle-aged,0
557.41,0,42,2,80.0,2,49.0,1.0,2968.75,Senior,1
57.06999999999999,0,4,2,31.0,0,99.0,1.0,9323.71,Young,0
395.27,0,24,2,18.0,3,167.0,1.0,1764.08,Young,2
289.05,1,27,0,75.0,2,116.0,1.0,5683.49,Senior,2
46.110000000000014,1,37,2,33.0,0,233.0,1.0,5225.73,Middle-aged,1
335.5,1,34,0,63.0,2,47.0,1.0,6445.4,Senior,1
388.07,1,39,2,24.0,3,68.0,1.0,289.71000000000004,Young,1
520.86,0,34,2,51.0,1,66.0,1.0,9200.74,Middle-aged,1
787.4100000000001,1,22,2,25.0,3,39.0,1.0,300.8699999999999,Young,2
31.69999999999999,0,33,0,48.0,0,121.0,1.0,743.8999999999996,Middle-aged,1
22.299999999999983,1,30,0,21.0,3,90.0,1.0,1200.35,Young,1
203.12,1,38,0,56.0,2,181.0,1.0,1562.3900000000003,Senior,1
315.94,0,33,1,49.0,0,172.0,1.0,7719.71,Middle-aged,1
0.2599999999999909,1,28,2,20.0,3,173.0,1.0,1833.67,Young,1
210.77,1,23,0,71.0,2,161.0,1.0,5396.65,Senior,2
406.65,1,23,0,57.0,0,107.0,1.0,12995.7,Senior,2
422.9,1,40,0,40.0,1,111.0,1.0,7616.43,Middle-aged,1
20.620000000000033,0,30,0,35.0,0,225.0,1.0,12500.8,Middle-aged,1
174.39,1,37,0,19.0,3,36.0,1.0,1127.08,Young,1
54.849999999999994,0,37,1,58.0,2,40.000000000000014,1.0,2727.45,Senior,1
16.55000000000004,1,40,1,26.0,1,159.0,1.0,6089.79,Young,1
91.32,1,25,1,58.0,1,77.0,1.0,2618.1,Senior,2
49.620000000000005,1,32,0,55.0,1,111.0,1.0,3841.42,Middle-aged,1
487.16,0,20,1,28.0,3,84.0,1.0,321.21000000000004,Young,2
405.6,1,40,2,37.0,1,44.0,1.0,9754.73,Middle-aged,1
512.95,1,8,1,57.0,1,143.0,1.0,9584.52,Senior,0
345.94,1,32,0,31.0,0,163.0,1.0,7624.56,Young,1
356.56,1,27,2,47.0,1,52.0,1.0,2485.73,Middle-aged,2
10.310000000000002,1,21,2,36.0,1,280.0,1.0,2137.9,Middle-aged,2
211.69,1,1,1,30.0,0,111.0,1.0,6412.85,Young,0
221.49,0,28,1,23.0,3,196.0,1.0,707.25,Young,1
116.88,1,22,0,45.0,0,263.0,1.0,7717.34,Middle-aged,2
328.77,0,36,2,39.0,0,247.0,1.0,6967.03,Middle-aged,1
77.53,1,21,1,54.0,2,55.0,1.0,5158.6,Middle-aged,2
421.74,1,38,2,67.0,0,103.0,1.0,12031.14,Senior,1
313.69,1,28,1,73.0,2,152.0,1.0,7093.68,Senior,1
411.72,1,42,1,29.0,0,153.0,1.0,8539.86,Young,1
508.73,1,6,1,59.0,2,89.0,1.0,7640.57,Senior,0
153.08,1,29,0,24.0,3,201.0,1.0,1292.21,Young,1
23.00999999999999,1,19,1,63.0,2,166.0,1.0,5958.75,Senior,2
69.28,1,20,2,25.0,3,129.0,1.0,708.7399999999998,Young,2
51.25,0,2,1,28.0,3,66.0,1.0,1744.4,Young,0
407.65,1,10,0,25.0,3,263.0,1.0,273.77999999999975,Young,0
459.25,1,40,1,25.0,3,59.0,1.0,130.76000000000022,Young,1
301.56,1,39,1,49.0,0,118.0,1.0,10389.6,Middle-aged,1
17.670000000000016,1,36,2,63.0,0,91.0,1.0,1048.1800000000007,Senior,1
5.289999999999964,0,37,2,32.0,0,132.0,1.0,12896.68,Young,1
401.37,1,20,1,43.0,1,251.0,1.0,8208.54,Middle-aged,2
145.39999999999998,1,40,2,38.0,1,24.0,1.0,5244.49,Middle-aged,1
34.309999999999974,1,30,0,24.0,3,251.0,1.0,1484.7600000000002,Young,1
780.5900000000001,0,40,2,23.0,3,145.0,1.0,6513.34,Young,1
282.65,1,13,0,35.0,0,161.0,1.0,13801.149999999998,Middle-aged,2
305.27,1,19,2,68.0,0,147.0,1.0,12958.65,Senior,2
185.81,1,2,2,32.0,0,116.0,1.0,9588.71,Young,0
447.95,1,40,1,29.0,1,75.0,1.0,7544.4,Young,1
279.3,1,28,0,19.0,3,48.0,1.0,1193.6099999999992,Young,1
611.15,1,11,0,27.0,3,121.0,1.0,892.8299999999999,Young,0
275.2,1,27,2,54.0,1,81.0,1.0,1230.12,Middle-aged,2
427.79,1,38,1,18.0,3,189.0,1.0,1479.67,Young,1
102.81,1,39,1,76.0,2,47.0,1.0,3228.87,Senior,1
22.610000000000014,1,39,2,19.0,3,145.0,1.0,1111.67,Young,1
68.28,1,4,2,56.0,1,293.0,1.0,3213.16,Senior,0
33.650000000000034,0,27,2,63.0,0,146.0,1.0,12719.93,Senior,2
362.68,0,24,0,63.0,2,137.0,1.0,2040.77,Senior,2
